User,avg,std,zcr,centroid,rollof,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14
Auth,0.0001748169888742268,0.06702820956707001,1505.0,0.07987816887239782,1071.0427989130435,-425.43536376953125,110.63972473144531,33.09876251220703,12.889437675476074,-1.8372321128845215,-0.44550731778144836,-2.2466049194335938,-6.1072163581848145,-2.528062343597412,-0.24862881004810333,-12.453880310058594,-3.5956201553344727,-4.926504611968994,-4.446346759796143
Auth,-1.3003441381442826e-05,0.06373047828674316,1514.0,0.44814818251567456,1135.87646484375,-418.2292785644531,121.05203247070312,18.744495391845703,21.07634162902832,8.956787109375,-0.26798129081726074,-16.45353889465332,-7.14441442489624,-3.1496779918670654,0.042572021484375,-12.427892684936523,-6.4009480476379395,-2.3745789527893066,-4.743772983551025
Auth,1.8629900296218693e-05,0.05066283419728279,3986.0,0.32328427270437504,2787.810920266544,-430.0281066894531,93.15238189697266,27.714996337890625,27.186513900756836,10.140581130981445,6.420453071594238,-4.152554512023926,10.403549194335938,-1.2664300203323364,6.145258903503418,-7.084801197052002,-1.0318528413772583,1.0626262426376343,-1.9689501523971558
Auth,5.764142770203762e-05,0.059019532054662704,1668.0,0.3261647142315919,2712.1483435997598,-369.9421691894531,104.33463287353516,24.363704681396484,26.23274040222168,6.363105773925781,4.713254928588867,-16.766658782958984,5.110753059387207,-6.248244762420654,7.379821300506592,-13.206908226013184,-0.9286956787109375,-4.179599285125732,-8.380134582519531
Auth,2.8016993383062072e-05,0.0431969091296196,2000.0,0.14212433540443942,2713.351821899414,-430.4988098144531,90.09971618652344,30.317092895507812,33.402557373046875,9.03105354309082,9.912163734436035,-12.696788787841797,2.9660565853118896,-2.904611587524414,10.308959007263184,-12.165600776672363,2.361982822418213,-2.5799107551574707,-5.428611755371094
Auth,-8.203162906283978e-06,0.02577507495880127,1532.0,0.40141918957672434,1589.8681640625,-465.51251220703125,114.55046844482422,20.661222457885742,32.96349334716797,12.795586585998535,13.749746322631836,-7.261210918426514,-4.244582176208496,0.5862215757369995,9.075206756591797,-17.25282859802246,3.3141844272613525,1.5695264339447021,-6.842979907989502
Auth,-6.8550803007383365e-06,0.05022374913096428,1538.0,0.10646076982823519,1390.4866536458333,-433.6667175292969,110.83238220214844,15.310730934143066,27.820926666259766,12.726478576660156,4.263709545135498,-4.467064380645752,-9.701422691345215,-4.368007659912109,10.141718864440918,-16.645065307617188,0.17891353368759155,0.1459498256444931,-9.120906829833984
Auth,3.353987040100037e-06,0.055350229144096375,2030.0,0.08083098891484644,1175.0112469276685,-452.4876708984375,96.99397277832031,20.265840530395508,21.429765701293945,19.889848709106445,12.736493110656738,1.5989395380020142,-3.7737936973571777,-6.254848480224609,3.858006238937378,-8.442048072814941,-1.9575319290161133,1.7474061250686646,-5.457891941070557
Auth,2.9792803616146557e-05,0.05502200499176979,1228.0,0.48999318240413087,1093.738213900862,-434.1013488769531,113.50768280029297,27.93944549560547,25.819774627685547,9.178171157836914,3.222627639770508,-5.523385524749756,-6.052491664886475,-2.783796548843384,10.460110664367676,-16.363901138305664,-4.448033809661865,2.9737050533294678,-6.547627925872803
Auth,-6.3048460106074344e-06,0.05471242964267731,1149.0,0.4812382473829941,1153.948974609375,-435.30413818359375,109.00789642333984,26.27174186706543,26.342966079711914,4.4288153648376465,3.19193696975708,-5.21695613861084,-6.196419715881348,-1.23788583278656,10.546700477600098,-18.4599609375,-2.4777331352233887,1.7331600189208984,-7.00112247467041
Auth,-3.1940835469868034e-05,0.04540076106786728,1304.0,0.514130974154053,1123.9626024590164,-451.6103210449219,120.30831146240234,26.279645919799805,29.069599151611328,10.629737854003906,2.2579455375671387,-4.153639793395996,-4.776608943939209,0.8310864567756653,11.77501106262207,-18.153553009033203,-4.780642986297607,1.924371361732483,-4.874475002288818
Auth,0.0001748169888742268,0.06702820956707001,1505.0,0.07987816887239782,1071.0427989130435,-425.43536376953125,110.63972473144531,33.09876251220703,12.889437675476074,-1.8372321128845215,-0.44550731778144836,-2.2466049194335938,-6.1072163581848145,-2.528062343597412,-0.24862881004810333,-12.453880310058594,-3.5956201553344727,-4.926504611968994,-4.446346759796143
Auth,-1.0797904224091326e-06,0.04431284964084625,1524.0,0.4410666161975592,985.2121860166139,-476.4709777832031,103.58155822753906,33.05729675292969,28.69974136352539,13.99598217010498,4.247976779937744,-3.812040328979492,-3.3911430835723877,1.0087639093399048,10.438165664672852,-12.706686019897461,-3.264538049697876,1.108864665031433,-4.235313892364502
Auth,-8.84881865204079e-06,0.04511145502328873,1664.0,0.4031382803170105,1133.5693359375,-460.0552062988281,103.15348052978516,35.24676513671875,29.650672912597656,14.377415657043457,6.028019905090332,-3.264054536819458,-2.275001287460327,4.776779651641846,10.434614181518555,-9.803011894226074,-3.021937847137451,1.3552510738372803,-3.522859573364258
Auth,4.4700013859255705e-06,0.04593691602349281,1222.0,0.45222016744011784,1000.9626652644231,-456.3948669433594,120.37995147705078,26.983686447143555,30.772706985473633,12.143366813659668,6.108150959014893,-4.166586875915527,-5.421601295471191,1.2683241367340088,11.187670707702637,-15.417580604553223,-4.798638820648193,2.8153364658355713,-5.014517784118652
Auth,1.040403549268376e-05,0.04502712935209274,1368.0,0.4841997177377999,957.62939453125,-470.0959167480469,106.37574005126953,31.48784065246582,31.29869842529297,10.63573932647705,6.268490791320801,-5.44951057434082,-4.728187084197998,1.192853331565857,8.952130317687988,-13.81749439239502,-4.387303829193115,3.473928689956665,-4.93963098526001
Auth,3.643292984634172e-06,0.04357463866472244,1376.0,0.48682076327702783,845.0469226371952,-479.22271728515625,105.9390869140625,33.91656494140625,31.761680603027344,15.02011489868164,7.3614583015441895,-3.541594982147217,-3.9236981868743896,4.6616644859313965,9.409252166748047,-11.012463569641113,-2.7168233394622803,4.871188163757324,-3.648324728012085
Auth,2.8264859793125652e-05,0.05508698523044586,1218.0,0.1529667651769689,1189.2953725961538,-431.96343994140625,121.26721954345703,23.898616790771484,29.663896560668945,7.165809631347656,1.452163815498352,-6.725675106048584,-8.767925262451172,0.7518206238746643,8.390653610229492,-18.04435920715332,-0.8787638545036316,1.0488957166671753,-8.223567962646484
Auth,1.9314347809995525e-05,0.05964798852801323,1464.0,0.07137009506135118,1070.8867612092392,-436.9783020019531,99.4037857055664,29.97783660888672,28.344100952148438,17.12579917907715,8.046476364135742,-4.643503189086914,-6.380387783050537,2.4427011013031006,10.736932754516602,-12.554586410522461,-2.8947577476501465,0.8222947716712952,-3.443444013595581
Auth,7.836695658625104e-06,0.05041246488690376,1332.0,0.46053538881396705,954.339599609375,-461.2216796875,101.91310119628906,25.987266540527344,29.95935821533203,18.73528289794922,7.859641075134277,-4.428464889526367,-5.577089786529541,2.486994981765747,10.691876411437988,-9.991190910339355,-1.1230956315994263,-0.6504731774330139,-2.685366630554199
Auth,-7.922248187242076e-06,0.06034204363822937,1710.0,0.48788981923999575,1451.671503631162,-424.7551574707031,109.23371887207031,13.109463691711426,31.668397903442383,12.471196174621582,4.66431999206543,-3.2184531688690186,-6.501236915588379,-0.6835288405418396,9.588616371154785,-11.88002872467041,-0.7393512725830078,-1.1095967292785645,-5.426966190338135
Auth,5.1439365051919594e-05,0.06654961407184601,1920.0,0.114386606918833,1514.8460910744864,-415.6468811035156,97.32614135742188,28.30681800842285,32.550697326660156,13.485465049743652,10.50081729888916,-2.545236825942993,-1.2804487943649292,-1.2132165431976318,10.03392505645752,-14.062244415283203,0.12057463824748993,0.010226596146821976,-4.151761531829834
Auth,1.0595037565508392e-05,0.06377235800027847,1658.0,0.48943604783609435,1278.6544572061566,-415.6656494140625,126.6525650024414,23.550914764404297,14.223054885864258,-3.466236114501953,-1.7186038494110107,-7.407960891723633,-6.388340950012207,1.0663999319076538,-0.7987424731254578,-13.21764087677002,-6.4093918800354,-0.342125803232193,-6.340856075286865
Auth,2.0227900677127764e-05,0.06721199303865433,1320.0,0.4625350978598045,1170.6783670774648,-430.30975341796875,104.64209747314453,30.4158992767334,25.715295791625977,11.16549301147461,7.23178243637085,-3.590822696685791,0.9764231443405151,2.751373767852783,6.1730570793151855,-10.051644325256348,-4.695428371429443,5.060490608215332,-5.363430023193359
Auth,4.88213736389298e-05,0.056359242647886276,1256.0,0.4107879784593419,752.0057091346154,-450.87750244140625,106.25482940673828,36.13147735595703,27.093196868896484,14.922295570373535,11.669085502624512,-1.216645359992981,0.46141737699508667,2.207557201385498,7.216878414154053,-8.15755844116211,-2.634167194366455,5.055408000946045,-5.901113986968994
Auth,5.489647719514323e-06,0.057090409100055695,1222.0,0.439427540688614,987.5190286075367,-440.7794189453125,106.61630249023438,32.21464157104492,24.730297088623047,10.01417350769043,9.661815643310547,-2.943039655685425,1.3808900117874146,1.9937710762023926,7.1093621253967285,-11.5687837600708,-4.571432113647461,6.834859371185303,-6.842772006988525
Auth,-1.3634921742777806e-06,0.05324961617588997,1554.0,0.3039421072243323,1314.2679148706898,-422.00885009765625,118.79522705078125,18.13053321838379,20.538942337036133,10.330102920532227,4.231622695922852,-10.314995765686035,-15.423225402832031,-11.510295867919922,4.331956386566162,-17.965538024902344,0.4773648679256439,0.849723219871521,-10.006518363952637
Auth,3.977625965490006e-06,0.059588611125946045,1016.0,0.17772607774525614,1295.4975926598838,-380.9299011230469,137.6898193359375,18.421205520629883,21.464859008789062,9.279199600219727,5.909887790679932,-14.284293174743652,-24.348737716674805,-10.56063175201416,2.25761342048645,-24.590312957763672,-0.20750826597213745,1.8238697052001953,-13.856261253356934
Auth,-2.7569524263526546e-06,0.05075244605541229,982.0,0.3331554899666661,1341.7877197265625,-413.5552673339844,130.96070861816406,13.690329551696777,27.995973587036133,16.8803653717041,10.45226001739502,-10.013993263244629,-18.57212257385254,-7.177497386932373,4.495847702026367,-17.667314529418945,-0.27319473028182983,0.5856814384460449,-11.248501777648926
Auth,-4.012192221125588e-06,0.0487852543592453,1246.0,0.4311222959417141,1350.7006375294811,-419.6258544921875,124.47564697265625,16.276226043701172,23.66124725341797,12.543383598327637,6.292694568634033,-11.723716735839844,-17.025251388549805,-6.5767436027526855,2.9783167839050293,-18.756887435913086,-0.32417526841163635,-0.1879131942987442,-13.014725685119629
Auth,-2.2195849851414096e-06,0.05197291076183319,1246.0,0.24738756792853714,1328.8470928485576,-413.6715393066406,128.9573974609375,9.955551147460938,27.264625549316406,12.452678680419922,3.7820332050323486,-4.751102924346924,-18.80388641357422,-8.550228118896484,5.717312335968018,-20.69680404663086,0.8924300074577332,-1.2461838722229004,-9.793205261230469
Auth,-7.96756830823142e-06,0.04793897271156311,2022.0,0.10625752834970906,1182.9803466796875,-449.70721435546875,114.01850128173828,15.746917724609375,20.02225685119629,14.673041343688965,7.524453163146973,-2.936143159866333,-12.391853332519531,-5.476296424865723,2.7594614028930664,-15.019027709960938,2.899972438812256,2.605372667312622,-7.278938293457031
Auth,-2.5848850782494992e-05,0.05809873715043068,1448.0,0.4472730861965071,1575.890470805921,-411.2530212402344,121.50553131103516,14.68521499633789,25.409622192382812,11.947005271911621,6.6138014793396,-6.8330583572387695,-17.27832794189453,-12.334970474243164,6.885596752166748,-17.733348846435547,-1.1007108688354492,2.8641176223754883,-11.690234184265137
Auth,1.0595037565508392e-05,0.06377235800027847,1658.0,0.48943604783609435,1278.6544572061566,-415.6656494140625,126.6525650024414,23.550914764404297,14.223054885864258,-3.466236114501953,-1.7186038494110107,-7.407960891723633,-6.388340950012207,1.0663999319076538,-0.7987424731254578,-13.21764087677002,-6.4093918800354,-0.342125803232193,-6.340856075286865
Auth,-6.902419954712968e-06,0.04494856297969818,1027.0,0.46584937509417124,922.8849991508152,-468.5231018066406,124.72283935546875,24.6682071685791,22.67186164855957,15.889869689941406,6.879754066467285,-5.293707370758057,-16.979883193969727,-9.053518295288086,0.548400342464447,-11.832389831542969,-0.17788749933242798,2.1692519187927246,-13.494314193725586
Auth,-1.101994166674558e-05,0.06992997229099274,1496.0,0.48760765397333644,1181.7213489163307,-399.7437744140625,133.03475952148438,20.194347381591797,11.844379425048828,-7.811739921569824,0.015610525384545326,-8.634777069091797,-8.049482345581055,-1.1259853839874268,-3.074395179748535,-13.357860565185547,-6.317987442016602,-0.8597322106361389,-4.22329044342041
Auth,9.060105185199063e-06,0.08478935807943344,1626.0,0.4151585591945681,1180.2318304357395,-393.40667724609375,128.79302978515625,27.18117904663086,13.69438362121582,-3.0610859394073486,-2.9678239822387695,-14.699464797973633,-7.319561004638672,-0.2746710777282715,0.6988497972488403,-14.665336608886719,-8.63350772857666,1.2428866624832153,-8.083184242248535
Auth,5.126907581143314e-06,0.05740708112716675,2126.0,0.48988738906465307,1092.5142728365386,-448.72393798828125,108.33168029785156,23.275238037109375,21.835397720336914,9.797442436218262,2.0355241298675537,-10.988485336303711,-6.4929070472717285,-4.282771587371826,0.6334174275398254,-10.226268768310547,-6.226696014404297,-1.767553687095642,-4.122986793518066
Auth,-1.4418294540519128e-06,0.05652369186282158,1696.0,0.07482046752883025,1056.8433678668478,-434.8097229003906,119.39878845214844,18.28811264038086,23.357528686523438,7.6053571701049805,0.2804102599620819,-14.361932754516602,-4.289976596832275,-4.642983913421631,-0.17511112987995148,-10.10759449005127,-5.430276870727539,-2.5267210006713867,-4.396225452423096
Auth,3.4777112887240946e-06,0.058483418077230453,1944.0,0.06628289129084247,1023.4917534722222,-435.6767578125,110.1378402709961,22.57345199584961,19.999427795410156,9.041882514953613,0.475571870803833,-13.997493743896484,-5.275233745574951,-3.646116256713867,-0.3552682101726532,-10.340591430664062,-7.040103912353516,-3.0185580253601074,-3.8436238765716553
impost,0.0001776326826075092,0.06188732013106346,1826.0,0.30936482467748594,0.11411296127453333,-458.6424560546875,94.59034729003906,36.36285400390625,20.508329391479492,0.5948261618614197,-4.084710597991943,1.0863792896270752,0.7377027869224548,-5.794954776763916,2.3672544956207275,-7.673551559448242,-1.4524506330490112,-5.041372299194336,0.05908133089542389
impost,0.000163883829372935,0.08411574363708496,2196.0,0.32831372577314444,0.14954118046901552,-424.02862548828125,91.75650787353516,32.99081802368164,22.158212661743164,6.289116382598877,-5.518060684204102,-0.7826868295669556,3.838569164276123,-0.4567119777202606,1.031886100769043,-7.142587661743164,-2.594391345977783,-4.938974857330322,2.838890552520752
impost,8.086284651653841e-05,0.0696716383099556,2884.0,0.110011681479316,0.29987012987012984,-425.9194030761719,97.44518280029297,12.795747756958008,30.94212532043457,7.050980091094971,10.292202949523926,-1.5124064683914185,4.354525089263916,1.0976064205169678,-9.85689640045166,-4.559329986572266,-4.373107433319092,-5.3745832443237305,0.7347745299339294
impost,6.839790876256302e-05,0.06640022993087769,3043.0,0.5226715085650829,0.40399490399490395,-424.28424072265625,101.80339050292969,9.362553596496582,34.87054443359375,6.234122276306152,6.869447231292725,4.504861831665039,0.5500370860099792,0.6269785761833191,-8.081328392028809,-5.046403408050537,-1.7289214134216309,-4.179550647735596,-0.25413820147514343
impost,5.578256150329253e-06,0.0716717317700386,2556.0,0.07442791608549175,0.37069559228650134,-420.2268371582031,109.8278579711914,7.620853424072266,34.98422622680664,6.739394664764404,2.871392250061035,0.7635641098022461,-2.6072990894317627,-0.3676523268222809,-6.923347473144531,-7.268189907073975,-4.894357681274414,-8.094938278198242,-0.05992214009165764
impost,-8.421346137765795e-06,0.08169963210821152,1958.0,0.43545255968432867,0.33643449836560224,-407.5965270996094,109.68197631835938,2.012924909591675,37.35218811035156,8.76768684387207,3.2941529750823975,1.4991198778152466,-1.1458992958068848,-2.140676259994507,-8.207967758178711,-7.080668926239014,-3.3927488327026367,-5.9687886238098145,0.9209960103034973
impost,3.433559322729707e-05,0.08724456280469894,3034.0,0.45545144628266937,0.27614490772385514,-408.22247314453125,102.00779724121094,10.624582290649414,36.65085220336914,9.605043411254883,-1.2886266708374023,2.0903751850128174,-1.0153968334197998,-2.205484628677368,-6.4850263595581055,-9.305404663085938,-3.9749338626861572,-5.817641735076904,-2.408212184906006
impost,0.00016595145280007273,0.08266346156597137,2270.0,0.07307005654413878,0.31101331101331103,-414.72540283203125,105.15653228759766,7.854065418243408,32.28611755371094,12.785255432128906,0.5179505944252014,4.73211145401001,2.126614809036255,-4.635334491729736,-5.730650424957275,-5.726247310638428,-3.144542932510376,-3.3197860717773438,-1.4710220098495483
impost,0.00011980364070041105,0.09344436228275299,2746.0,0.49945455422248464,0.3657454881050041,-396.7748107910156,99.5779037475586,0.214206263422966,29.758350372314453,18.227697372436523,0.18634362518787384,3.948194980621338,0.7265819311141968,-1.286957859992981,-2.479520559310913,-9.13647747039795,-2.8028335571289062,0.7117887735366821,-1.0197994709014893
impost,0.00023065079585649073,0.10909529030323029,1606.0,0.4197602445615856,0.30420168067226894,-375.8461608886719,111.61773681640625,5.445305824279785,30.17201042175293,13.689144134521484,-2.961221694946289,4.069296836853027,3.0715153217315674,-5.292660713195801,-3.2193658351898193,-5.845376968383789,-5.78772497177124,-1.1452189683914185,1.4106032848358154
impost,7.137499051168561e-05,0.08458968997001648,1864.0,0.4099597920848098,0.25031310010854135,-417.3134460449219,107.0687484741211,9.472100257873535,28.24965476989746,16.406108856201172,-2.000460386276245,3.5181498527526855,5.8054938316345215,-5.778533935546875,-5.4460554122924805,-5.000702857971191,-5.8871002197265625,-3.901088237762451,-1.240229845046997
impost,7.104469113983214e-05,0.06582401692867279,1831.0,0.27180814384568247,0.09845431533098584,-456.969482421875,93.55299377441406,37.45888900756836,16.349807739257812,0.5275887250900269,-1.4353967905044556,0.7737948894500732,-0.7324042320251465,-4.751266956329346,2.1999223232269287,-7.83787727355957,-1.3266758918762207,-6.937767505645752,2.108170986175537
impost,3.314530476927757e-05,0.09601130336523056,2206.0,0.16094035531451686,0.372615039281706,-396.438720703125,121.35971069335938,5.580987930297852,28.21502113342285,16.726516723632812,-4.920834541320801,2.9704136848449707,4.5957255363464355,-7.358470916748047,-3.067896842956543,-2.380516290664673,-6.959580898284912,-1.2544691562652588,0.6053391695022583
impost,7.988809375092387e-05,0.08814672380685806,1952.0,0.4607441604300576,0.2821540300186298,-425.01715087890625,109.13059997558594,5.451836109161377,26.09944725036621,17.61377716064453,-4.439177513122559,3.943372964859009,6.328525543212891,-9.133289337158203,-7.655840873718262,-5.875667572021484,-8.054707527160645,-5.293511867523193,-0.6456416249275208
impost,0.00011166382319061086,0.09085594862699509,1808.0,0.5057329320398838,0.33255718954248364,-423.9153747558594,113.25428771972656,10.130325317382812,26.91262435913086,17.339345932006836,-4.436338424682617,2.415872097015381,7.79507303237915,-7.0582098960876465,-7.260436534881592,-3.467485189437866,-6.583197593688965,-5.329119682312012,-0.5849884748458862
impost,0.0002889593015424907,0.1104794517159462,1771.0,0.5879806710207295,0.37262337928560446,-399.3153076171875,108.4993667602539,4.527773857116699,22.974376678466797,17.253482818603516,-8.034378051757812,1.3565443754196167,5.60011100769043,-9.25250244140625,-7.571537017822266,-6.078571319580078,-6.483351230621338,-3.3610763549804688,-1.857495665550232
impost,0.0002322283835383132,0.10575821995735168,1560.0,0.4370673584224649,0.2901275195392843,-412.6682434082031,105.87186431884766,8.098747253417969,23.07228660583496,20.67079734802246,-5.641801357269287,0.8056634068489075,7.440597057342529,-8.92505168914795,-9.289555549621582,-3.5484042167663574,-6.060379505157471,-2.827531099319458,-1.6210368871688843
impost,0.00032217215630225837,0.09605585783720016,1569.0,0.055651087554078854,0.2781922276197086,-409.2884826660156,98.42253875732422,14.506728172302246,22.818754196166992,18.20135498046875,-4.107887268066406,3.739788293838501,5.051219463348389,-8.359405517578125,-4.797913074493408,-2.180952548980713,-6.776651382446289,-2.391207218170166,-0.4996395409107208
impost,0.00026374933077022433,0.10185479372739792,1436.0,0.46918453889331724,0.3308184509597937,-391.1370544433594,118.93921661376953,9.447709083557129,26.243764877319336,17.843902587890625,-12.189042091369629,-3.207259178161621,7.5038676261901855,-8.536563873291016,-8.160472869873047,-4.1838908195495605,-11.06214427947998,-4.446256637573242,0.37637925148010254
impost,0.0002765872923191637,0.101409412920475,1691.0,0.3724762956394431,0.26718907987866525,-407.0634765625,93.41023254394531,12.666213035583496,21.556791305541992,17.817760467529297,-3.8983795642852783,2.387042760848999,5.426926136016846,-7.096090793609619,-5.949204921722412,-4.320262908935547,-5.936480522155762,-1.5934897661209106,-0.5111231207847595
impost,0.0003521412145346403,0.10001625120639801,1680.0,0.4149138029229933,0.24234914197739474,-410.7183837890625,92.20201873779297,15.177956581115723,22.669584274291992,18.534379959106445,-2.466434955596924,3.1165525913238525,5.555251598358154,-6.957762241363525,-6.089961528778076,-3.1036553382873535,-5.131146430969238,-1.2758383750915527,-0.08250026404857635
impost,0.00029856612673029304,0.09698456525802612,1646.0,0.4808577491477402,0.26930021579248686,-412.2460632324219,92.97691345214844,12.093934059143066,22.351247787475586,19.104782104492188,-4.88969087600708,1.1018900871276855,5.612733840942383,-6.9800519943237305,-5.842774868011475,-3.29856538772583,-5.743853569030762,-1.505930781364441,-1.1110954284667969
impost,0.0006364582804962993,0.10683120042085648,1700.0,0.2257231836005174,0.21245155038759692,-407.79400634765625,90.4614028930664,30.5237979888916,23.296977996826172,1.674673318862915,-4.403807163238525,1.942161202430725,1.219680666923523,-8.921049118041992,4.8379011154174805,-10.36042594909668,-0.09006235748529434,-6.67083740234375,1.7699311971664429
impost,0.00029989329050295055,0.09201491624116898,1621.0,0.40921047118880177,0.27791593133322634,-413.0333251953125,98.14472198486328,14.366522789001465,23.2796630859375,17.360078811645508,-5.080127716064453,1.0571390390396118,7.04986572265625,-6.639636039733887,-3.9875845909118652,-2.3511788845062256,-7.943186283111572,-3.479156255722046,-0.3460614085197449
impost,0.00044092186726629734,0.10282889753580093,1904.0,0.39595443300484867,0.2578061363019278,-410.4002685546875,96.3531723022461,25.015758514404297,26.750885009765625,20.61625099182129,1.8025931119918823,4.016420364379883,7.082221031188965,-5.021166801452637,-4.928579807281494,-2.2856266498565674,-5.91323184967041,-3.882884979248047,0.16100814938545227
impost,0.0002920422120951116,0.0947006344795227,1972.0,0.3475464190643878,0.233248601931876,-428.29547119140625,94.70223999023438,17.511022567749023,23.679807662963867,19.354537963867188,-1.724143147468567,0.43015092611312866,5.899655342102051,-4.877669811248779,-5.817898273468018,-1.9926488399505615,-6.146603107452393,-4.100658893585205,-1.1513915061950684
impost,0.00036306818947196007,0.1091889962553978,1750.0,0.4092177675287477,0.27947154471544716,-412.12579345703125,100.37703704833984,20.163070678710938,23.794498443603516,18.05084228515625,-2.4655473232269287,1.863093614578247,5.775649547576904,-6.319103240966797,-7.01308536529541,-3.038780450820923,-5.377533912658691,-3.9126272201538086,-1.3848998546600342
impost,0.0003028596693184227,0.09055675566196442,2024.0,0.3664901210877167,0.24099920246097759,-435.6131286621094,88.32196044921875,24.13100814819336,25.6955509185791,19.235149383544922,2.1611621379852295,3.6057186126708984,6.982673645019531,-2.4991748332977295,-3.7424795627593994,-2.5758514404296875,-4.587087154388428,-2.090719699859619,-0.36529600620269775
impost,0.00035085773561149836,0.09503008425235748,1572.0,0.37623640079867327,0.30929824561403507,-403.14324951171875,106.736572265625,10.94445514678955,21.168548583984375,18.87639045715332,-4.698690891265869,0.8453197479248047,6.139350891113281,-8.5252046585083,-9.440043449401855,-3.473855495452881,-6.410937309265137,-4.582894325256348,-0.5482015013694763
impost,9.089971717912704e-05,0.0630616620182991,2024.0,0.4397876118423942,0.2339700374531835,-459.96514892578125,97.0951919555664,16.77783966064453,21.661222457885742,18.912599563598633,-1.641089677810669,3.2572858333587646,5.88455867767334,-6.837795257568359,-7.294841289520264,-3.893122911453247,-5.345922470092773,-2.7397799491882324,-0.7303163409233093
impost,0.0002551758661866188,0.07331790775060654,1850.0,0.3335671632390227,0.22777096949891065,-442.5372314453125,93.73336029052734,16.626571655273438,22.043119430541992,16.749528884887695,-3.8337440490722656,2.135993003845215,7.545568943023682,-6.564176559448242,-6.819930553436279,-2.8585824966430664,-6.74468469619751,-3.859931707382202,-0.9176411628723145
impost,0.0001722700399113819,0.06933359801769257,1728.0,0.37670962294602556,0.2594347826086956,-445.92547607421875,95.40465545654297,18.168474197387695,20.103731155395508,16.919017791748047,-4.135692596435547,0.08196191489696503,6.710659503936768,-5.796090602874756,-6.949525356292725,-1.9379892349243164,-5.554963111877441,-5.392899513244629,-0.6836023330688477
impost,0.0001484183594584465,0.06799034774303436,1674.0,0.43250440149143193,0.26367331855136733,-452.81658935546875,101.88610076904297,20.726856231689453,23.201263427734375,18.18450164794922,-3.465388536453247,1.7130213975906372,5.454639911651611,-7.329212665557861,-7.28813362121582,-3.7667808532714844,-6.94325590133667,-4.923789024353027,-1.0910043716430664
impost,0.0003128686221316457,0.09260694682598114,2242.0,0.0922480971851884,0.17204066811909952,-403.7983703613281,87.57815551757812,35.922828674316406,23.29152488708496,4.722503662109375,-3.4101722240448,1.3157888650894165,0.893799901008606,-6.521178722381592,3.391993761062622,-8.518231391906738,-0.5313853621482849,-5.887160301208496,0.2844400107860565
impost,7.491466385545209e-05,0.05851529911160469,1580.0,0.4542142562837365,0.2665241322840376,-461.8504638671875,107.66548919677734,16.41832733154297,23.513395309448242,21.120969772338867,-2.686868667602539,0.8698809146881104,5.683885097503662,-6.266736030578613,-5.755674839019775,-2.3741965293884277,-5.473981857299805,-3.6090362071990967,-1.3481025695800781
impost,0.00012487608182709664,0.09259708225727081,2102.0,0.27318849790019534,0.15118716010080913,-413.0698547363281,95.59796142578125,33.79650115966797,22.013595581054688,4.9771904945373535,-4.192591190338135,0.5198851227760315,-0.10072670131921768,-5.264192581176758,4.512888431549072,-9.207643508911133,-1.3155732154846191,-7.371123313903809,1.9672597646713257
impost,6.868552736705169e-05,0.08480861037969589,1592.0,0.06359193715683292,0.12429410866910864,-429.89501953125,93.610595703125,30.340763092041016,22.804988861083984,3.1826939582824707,-3.461890935897827,3.051112174987793,-0.7691217064857483,-10.604451179504395,1.5553269386291504,-7.928470134735107,-2.1173384189605713,-5.486775875091553,0.33821603655815125
impost,9.279261576011777e-05,0.0895690843462944,1516.0,0.25818538028071375,0.11827185792349726,-420.52801513671875,97.22762298583984,39.94144821166992,19.4935302734375,0.30640944838523865,-2.296268939971924,2.310978651046753,-1.3333075046539307,-7.070988655090332,4.51877498626709,-10.176778793334961,-1.859643578529358,-8.967501640319824,0.15981797873973846
impost,0.00021673300943803042,0.09572334587574005,1664.0,0.3357271528538719,0.1363882997089725,-430.2286682128906,88.01937103271484,35.00553894042969,21.565311431884766,0.9733989238739014,-0.5845388770103455,2.505430221557617,-0.1767456978559494,-6.46467399597168,2.8807320594787598,-10.27147102355957,-1.1892828941345215,-4.736999988555908,-1.1459665298461914
impost,0.0004008255491498858,0.08475326001644135,2052.0,0.2312317653070752,0.16243964421855148,-412.2159729003906,91.95552825927734,36.019962310791016,22.526695251464844,1.8501852750778198,-4.880476951599121,-0.21206119656562805,4.283451080322266,-5.649038314819336,2.4623916149139404,-7.287493705749512,-3.172853946685791,-2.561286687850952,-1.9574774503707886
